row_index,caption,motion_id,humanml_duration_sec,humanml_root_speed_mean,humanml_root_path_length,humanml_mean_joint_velocity,humanml_mean_joint_acceleration,humanml_mean_joint_jerk,humanml_root_vertical_range,humanml_all_joint_vertical_range,selected_teacher_alignment_distance,selected_teacher_alignment_score,selected_teacher_duration_sec_log_ratio_distance,selected_teacher_root_speed_mean_log_ratio_distance,selected_teacher_root_path_length_log_ratio_distance,selected_teacher_mean_joint_velocity_log_ratio_distance,selected_teacher_mean_joint_acceleration_log_ratio_distance,selected_teacher_mean_joint_jerk_log_ratio_distance,selected_teacher_root_vertical_range_log_ratio_distance,selected_teacher_all_joint_vertical_range_log_ratio_distance
10,the man is walking at a quick pace with his hands and feet swinging and appears to be in a hurry.,009848,9.950000000000001,0.08334909109593741,0.8293234564045773,22.693769450415346,478.5222515117494,15074.902153675366,0.13851135969161987,1.6126275062561035,1.7895289088139363,0.167038841660781,0.015230164751611102,2.9052062763375317,2.8891356103748005,2.5821958282691857,3.459901248731324,2.305686071788908,0.14889920851161895,0.00997686174651226
11,the person is doing the lambada dance.,012522,9.950000000000001,0.011897930956785855,0.11838441302001926,10.214587881991855,258.0011106047466,8892.871713260758,0.09110438823699951,1.7223601341247559,2.0087663104422258,0.1341540771042542,0.015230164751611102,3.0653526668719184,3.0493438772048234,3.051714552491741,3.642445262739025,2.62505185825681,0.5939164036986077,0.027075697523266776
12,a person does tricks while jump roping and then stops,M014424,9.950000000000001,0.010025863352346042,0.09975734035584312,15.237471965200863,372.33713797948826,11740.04619491494,0.35065722465515137,1.7190661430358887,2.1020872415034035,0.12220109867351829,0.015230164751611102,3.0238577260052653,3.0078622174648713,3.4713299283282537,4.099515389625604,2.9252339996695564,0.2626093326798984,0.011059173502167813
13,a person bends forward with left/left hands quickly to touch left/left toes directly in front of hands. a person twists torso left/left with waist fast facing left/left. a person lifts left/left hands fast above left/left shoulder at the same time. a person bends torso left/left hand sides fast facing forward,M005172,9.950000000000001,0.004474381226146709,0.04452009320015976,12.073313337316698,198.24469131689708,5616.923135413832,0.06389111280441284,1.8232868909835815,2.306951954424287,0.0995642659445311,0.015230164751611102,3.3525006347501964,3.3366137534757807,3.6204806023691187,4.2225046329117655,3.000581380053246,0.8209850470681812,0.08671942001439445
14,"a person makes small steps foward, turns around, makes quick small steps back, then stops and turns around.",M000830,9.950000000000001,0.03227199524557811,0.32110635269350224,13.306180767244761,277.95900168731265,8946.015040785713,0.11388266086578369,1.5546739101409912,1.9295399345372182,0.14521499152013756,0.015230164751611102,3.096547309018741,3.080493055103361,2.7962123688013834,3.7243334846386134,2.596591840369562,0.10994972582645164,0.01696152778802234
15,"a man bends his legs slightly then takes a medium-length jump forward, raising his forearms slightly then letting them hang loose on landing.",012806,2.6,0.01301003857511431,0.03382610029529721,9.276091052342126,174.64405546083196,5404.171338820147,0.5515687465667725,1.9083216190338135,1.6078239378006536,0.20032305555829985,0.08008267640562118,2.7160089139353194,2.6324922815600598,2.5524227104696133,2.891712159670964,1.8206478395069465,0.1429190999465843,0.026305820910119296
16,a person walks side to side with arms extended as if dancing,003707,9.9,0.043870819844903375,0.43432111646454347,12.36383893065976,255.6777207644215,8091.255689199424,0.09391415119171143,1.62368905544281,1.8417975221537894,0.1585322046877934,0.030811656306042785,2.9120950012277294,2.880434290807002,2.640422780766937,3.6920694462400427,2.435766719552119,0.1357334579468814,0.007046824383563043
17,this person appears to stumble as if fleftened.,M000650,9.950000000000001,0.02519065819896632,0.2506470490797149,11.742116072129514,246.54048816025772,8091.6826839979185,0.0771627426147461,1.6295815706253052,1.9474726004711842,0.14263410979655247,0.015230164751611102,3.0216338827029907,3.0055869848203787,2.9109947353679155,3.8310599848344977,2.6702167371039542,0.10712409995691624,0.017934214231207214
18,a person is walking forward and dancing at the same time. they are throwing their limbs out in sudden movements and shaking their legs.,M007217,9.950000000000001,0.02270420631006648,0.2259068527851615,14.19468398980774,289.13132857561436,8893.823198242595,0.3594469428062439,1.6461371183395386,1.9335077806906893,0.14463994238231764,0.015230164751611102,2.96360094778181,2.9475576549514115,3.1098930376909606,3.7882647243124565,2.5803303719233757,0.053399748957001066,0.009785595156886191
19,a person throws an object with a fast arm motion.,006681,3.9000000000000004,0.012304103551566982,0.04798600385111123,10.373467941698236,187.23350361479876,5684.136202200966,0.14714306592941284,1.690969705581665,2.007180368044756,0.13436700654521105,0.08008268709493066,2.9987888100564724,2.91644611160843,3.2484225759137786,3.6312205723308315,2.45826462102027,0.6723120003434053,0.05190556598992627
20,"a person holds their arms in front of them, and makes a quick punch with their left arm.",M006584,2.8000000000000003,0.009961195072079808,0.027891346201823465,7.0235325129116815,207.61046888989884,7087.81100127184,0.038160741329193115,1.5124046802520752,2.0718636957377474,0.12595082880987174,0.0741479454658407,2.7028993779724195,2.625601530153636,3.3491130152433635,4.048806921036341,3.0959268248713125,0.6402761317791492,0.03813781937991487
21,a person does a small 180 degree jump turn then turns back around to the front.,008202,9.950000000000001,0.005183234853686405,0.05157318679417973,7.319410015091888,135.91453463250517,4221.723967264056,0.4397360682487488,1.8257635831832886,2.0104290836408167,0.13393119465319894,0.015230164751611102,3.0225776799196193,3.006661902854565,3.3080218675595927,3.8122740366171883,2.7500610499454714,0.1499952499483425,0.01861071753014358
22,a person walks forward at a steady pace,M003320,6.6000000000000005,0.02063150939870976,0.1361679620314844,5.809678798892071,138.16226569182334,4847.720068310268,0.10495668649673462,1.639584222517442,1.8911803724802565,0.15089359303188543,0.5521084714468144,3.4664941887902394,2.912230225374382,2.069664245004508,3.2768024862908063,2.1998131679994084,0.6182022219914823,0.03412797294440988
23,"person starts running very quickly while swinging arms right and left in front of him in a very fast, violent manner, then speeding up before stopping.",M008223,4.9,0.01001956496791366,0.04909586834277694,27.582578409436312,701.5801276963647,23221.230153961915,0.15627753734588623,1.6406476497650146,2.0700485666673125,0.12617965343097523,0.06321888910318825,3.140887781894583,3.0759316983324134,3.5810699066726164,3.8082614569968642,2.6323418789426727,0.24831583035501392,0.010361091041146664
24,a man walks backwards and the starts jump roping.,M003448,9.950000000000001,0.012471040491223502,0.12408685288767385,21.733560621197242,550.2163303407498,18182.970964798962,0.3295806646347046,1.7235748767852783,2.1676533242266145,0.11444586938599334,0.015230164751611102,2.8084136109683917,2.7924005254343682,3.768964629452625,4.437979592566266,3.2552904507655143,0.25115564757160874,0.011791972302532837
25,"a man bends his legs slightly then takes a medium-length jump forward, raising his forearms slightly then letting them hang loose on landing.",M012806,2.6,0.013125025470538483,0.03412506622340006,9.286709202430005,174.73099225583803,5405.253116428003,0.5564439296722412,1.9129111766815186,1.607254668162132,0.20043712585702336,0.08008267640562118,2.707210095745806,2.623693049017794,2.5535667350732507,2.892209829993278,1.820847994032425,0.1517190096779473,0.028707955350933442
26,a person squats down and then quickly makes a small jump straight up.,009294,2.4000000000000004,0.007975730878832826,0.019141754109198786,10.33628055697037,214.8416732432016,6513.389274470683,0.5633408427238464,1.865220308303833,1.8443316802954315,0.1581309676243841,0.08705133989269734,3.2589845045364605,3.1682085685434735,2.7342180414009802,3.1543905542642743,2.08583108041488,0.22554834397634174,0.04042100933434164
27,this person is jumping up and down as if to jump rope.,M013223,9.950000000000001,0.008467488361942485,0.08425150920132773,22.39392411998006,616.1166880740989,19979.790741328183,0.27135705947875977,1.7409147024154663,2.078972711203085,0.12505861754936698,0.015230164751611102,3.1447478650945078,3.128768652252511,3.392507213791172,3.912155547614971,2.8378366946450693,0.18182513859122168,0.018710412883618972
28,a person is dancing quickly and having fun.,009417,9.950000000000001,0.023100268300822773,0.2298476695931866,19.968752877136883,399.71243857705673,12612.025880672607,0.03952127695083618,1.5593535900115967,2.0492658492242377,0.12882944911823166,0.015230164751611102,2.9696351788442827,2.9535912538594546,3.453887962952876,4.069022131550852,2.8230405478470444,0.09368711638524528,0.016032437602537673
29,a person is salsa dancing.,M003970,9.950000000000001,0.022902783291697128,0.22788269375238646,14.388545097859643,323.6112502207873,10872.574601039138,0.07017332315444946,1.7069611549377441,2.038568616592962,0.1302149650864065,0.015230164751611102,2.97248067746266,2.956437076739212,3.234233220974388,4.143738599415326,2.9455279253348268,0.009943535719149613,0.030957732346526944
30,the person jump and punching back and forth at the same time using his left hands nine times and stop.,008067,6.45,0.013258562646208524,0.08551772906804499,11.534609478409179,290.4278611027532,9461.224240697778,0.17320191860198975,1.6672108173370361,1.8345556516320265,0.15968444152695102,0.7009691643283176,2.8683822024676955,2.164866102938427,2.7445851506784105,3.247471804551318,2.1735566845979295,0.7086899419028376,0.06792416159127261
31,a person walks forward with stiff legs.,010348,4.4,0.04163371782809311,0.1831883584436097,10.276558456625258,212.44644165115994,7106.148989878769,0.07128697633743286,1.4919541968265548,1.7943333956886305,0.16623823054131318,0.04656000560288184,2.644607316672517,2.5960784630565406,2.630109019365434,3.6448022859870624,2.664246240357759,0.07345826503649676,0.05480556943035356
32,he uplift his right hand and moving it fast again and again.,000049,9.950000000000001,0.0028023864028666294,0.027883744708522964,4.272110037754256,70.78578940397696,1736.1577254694296,0.013867735862731934,1.620513916015625,2.2462371811659114,0.10579656984948221,0.015230164751611102,3.9530179426780214,3.9372518387052833,2.9330564155041343,3.6230939333275107,2.1779181414663533,1.314640112620605,0.015688900273771397
33,a person taking a huge jump forward,003820,5.15,0.02193350392231668,0.11295754519993091,7.766208436295195,116.99896789074415,3332.4467057865572,0.9117403030395508,2.0311179161071777,1.35828739984187,0.2571007108486543,1.1690326553798633,2.5282974847534128,1.3540778408044543,2.1086621182345624,2.151655656844221,0.9621948725979986,0.5265112286315322,0.06586734148891374
34,coming forward with small dance.,M005713,3.3000000000000003,0.05017001937596737,0.16556106394069234,14.20687166282137,249.39821150689738,7528.139906945007,0.07427126169204712,1.579750418663025,2.0214392366838343,0.13246467979399132,1.088419715418706,1.9482390744431064,3.035819630292291,3.448995523091608,3.8725611209770023,2.5740661614779343,0.12084419636126607,0.08256847140876375
35,a fast pace stepping forward with dribble hands then takes a shot.,000923,5.75,0.042667348985241084,0.24533725666513623,16.90512438611024,326.5060527428907,9751.047121813117,0.8430858254432678,2.7247397899627686,1.8504114878012858,0.1571724784478274,0.02647325320264942,2.619808052650291,2.5918635507017207,2.952132513770292,3.5416923958536883,2.4140372362595257,0.45427997400445597,0.2030049259676629
36,a person doing a fun dance.,003130,8.200000000000001,0.006619847604414646,0.054282750356200095,9.129821578309254,134.45479396110636,3590.271853759409,0.2103012204170227,1.5644687414169312,1.95639373912904,0.14136731017494616,0.024732610336612608,4.179330415854172,4.153686197599167,2.5276782849567385,2.6401986001634117,1.2952057897426625,0.8108302242544821,0.019487790125071576
37,a person throws their body forward and then to the side in an expressive way,M013354,4.9,0.01778407635305794,0.08714197412998392,13.395137074349435,282.97597721792965,9223.459422626767,0.2307807207107544,1.9390190839767456,1.9787774274752274,0.13823814019391945,0.06321888910318825,2.9101394018299778,2.845149619755112,3.1708861539370785,3.873286634452048,2.7038037172384954,0.21622578313252563,0.047509220353394874
38,a person made a quick jump forward,M007045,4.45,0.014670525517250173,0.06528383855176327,5.498347241200611,107.69217592960318,3397.5225991738735,0.44676220417022705,1.7641520500183105,1.6241807892314237,0.1970730534613576,0.05785955830318954,2.535159154214925,2.4753622156326616,2.671949463607154,3.058200814971183,2.0182107971246754,0.17054508534084428,0.006159224656756977
39,person moves body in fast turn then rights something out of left hand very fast,M011079,9.950000000000001,0.024138857714760105,0.24018163426186306,14.020271175122913,265.9575619856196,8175.621886284355,0.23828470706939697,1.862788438796997,2.004993715238482,0.13466114200600968,0.015230164751611102,3.0409668855800356,3.0249215025480454,3.0462342260910704,3.813640241871233,2.708348713226852,0.2279474575448543,0.16266053029415312
40,the man is dancing using both legs and arms,003356,8.6,0.013665727793267572,0.11752525902210112,13.094662837328773,239.4927428877772,7312.799971749147,0.15064167976379395,1.8449511528015137,1.8999514876368941,0.14957587532580396,0.023570495436904364,2.783503964378482,2.759001590120264,3.23184518433596,3.567548849147311,2.35148887772489,0.45687402452804726,0.025778915423293493
41,someone seems to be dancing,M003249,9.950000000000001,0.0243483775229193,0.24226635635304705,12.09214673840385,263.22880872850305,8291.087901728357,0.1573237180709839,1.653771996498108,1.8704394048354427,0.1540559540095317,0.015230164751611102,2.6832541112717316,2.667207665059305,3.056316494189145,3.6446656854300064,2.422035849668913,0.4490401743855954,0.02576509392723266
42,the person walks forward at a steady pace while moving most of their left hand side of their body compared to their right,008072,3.45,0.053271564304701424,0.18378689685121993,11.205253179185226,248.17015075333447,8203.923650094835,0.09567451477050781,1.6290934085845947,1.778492040189756,0.1688926386503135,0.07526339938018764,2.821873368071274,2.7440149462520464,2.4223814582951877,3.5193311959692015,2.3866196614533064,0.24892914885165562,0.009523143245189868
43,"a person is dancing, arms held up as to hold another person's shoulders, moving back and forth in a counterclockwise pattern.",010209,9.950000000000001,0.01889879378225793,0.18804299813346642,7.304420169032369,179.3848710891083,6292.343900046271,0.13774406909942627,1.5919029712677002,1.9632277104130158,0.14040450367986027,0.015230164751611102,3.0981225007456534,3.082087082516344,2.719504116699757,3.8916194615088067,2.8343655100227463,0.0647217660838087,0.00017108097540026533
44,a person doing the i'm a little tea pot dance.,M010532,9.1,0.0021179249562144446,0.019273117101551447,6.498412155157315,94.781764260899,2046.6763997189162,0.02267545461654663,1.7276052236557007,2.00029582442137,0.135295253675911,0.033562689087865985,2.8960118162939064,2.861898763549641,3.7603631249683263,3.8762810220919635,2.1637792950968033,0.39674764156481934,0.013722242717635395
45,"person does light bouncy jump, skips forward with left leg swinging forward",014294,3.4000000000000004,0.015621951081587152,0.05311463367739632,9.042216312154908,224.00336155303464,7730.091924529076,0.13456445932388306,1.6326687335968018,1.920616175244329,0.14651665437519798,0.06066460422160839,2.8776803844044982,2.8144509087875185,2.8787128738683725,3.7358670822846665,2.780562591676798,0.20454755588176152,0.012443400829407739
46,"a man stands up straight, then lifts both arms up over his head and bats them forward in a tired manner.",M011060,8.4,0.010618913131638128,0.08919887030576029,7.161565424970257,141.5677532835824,4548.850982653677,0.034479618072509766,1.7984001636505127,1.9605263723784399,0.14078429644925022,0.024137549470603523,2.7749618655881823,2.749885338150466,3.221343732792644,3.908282407805896,2.699761912171202,0.2625471042302484,0.043291068818276233
47,"a figure gestures as though it is digging with a shovel. the figure stops dancing around 7 second mark, and seems to place a plant or tree into the hole it has dug.",002216,9.950000000000001,0.0022987256353177534,0.022872320071411645,4.531664665687693,51.49875220245322,1240.9222065828108,0.0334201455116272,1.5864808559417725,1.866226089790932,0.15470640960318416,0.015230164751611102,3.3550376066472256,3.339334318468204,3.066422681597656,3.168104553953255,1.7850134094526766,0.19638556791088485,0.004280415545942367
48,"a person takes slow, wide steps forward.",006376,7.15,0.01681480092375023,0.12022582660481416,4.461708178146585,106.99087961824398,3785.3448560890142,0.03972733020782471,1.5689520835876465,1.8843130395610526,0.15193339582012444,0.02124220544790734,3.0022872987477744,2.979902525472593,2.502018432493736,3.8093034916736013,2.7412882400513134,0.0078393887135757,0.010622733887918939
49,the person is walking very slow,M011265,7.5,0.01897427901082743,0.14230709258120575,5.122445892519288,112.59579010010808,3868.459759922087,0.05190068483352661,1.5732916593551636,1.812731911092061,0.16320765839844847,0.040861989759165857,2.97473368210986,2.932756966833998,2.450764949548273,3.5985376178587085,2.4945507044450057,0.0023923409044188885,0.007257037277057225
50,the person is standing up. they raise their hands up with fingers spread like jazz hands. hands and hips move back and forth like it is dancing.,001938,3.5500000000000003,0.005184509358163078,0.018405008221478926,13.270841435969666,305.6804686588236,8229.281804860064,0.02121347188949585,1.5348166227340698,2.075267627092667,0.12552282968758363,0.04321216022596228,2.026286560719738,1.9807410050403051,4.412767945930919,4.743083295292468,3.3480594298183193,0.021337519698029876,0.026653100015594608
51,a person scamps around as if doing a victory dance.,004771,9.950000000000001,0.026111009002550544,0.2598045395753779,16.624998015414235,267.29356282507973,7915.2268707054045,0.2833332419395447,2.0252020359039307,1.8752526192973786,0.1533162313138319,0.015230164751611102,2.740912021881383,2.7248633837090828,3.0891535369241656,3.690947255778282,2.4900009913869607,0.19249489275894963,0.058418707188594654
52,a person takes a quick step backwards towards their right hand side,008726,4.0,0.00556560413318709,0.022262416532748363,2.6041435888661897,72.32001500664984,2570.52297087577,0.029221832752227783,1.5795406103134155,1.8969278391240403,0.15002882463345305,0.05133328201915379,3.1142959023745567,3.0608960839877293,2.747749452500512,3.4903807808500997,2.563721322778596,0.1448181141611827,0.002227774320490931
53,person is doing different dance moves,011896,9.950000000000001,0.0069580627368188595,0.06923272423134766,9.566655069630468,138.3571323977795,2689.0376835445095,0.04867321252822876,1.8653135299682617,1.9174440915033906,0.14698215538608522,0.015230164751611102,2.798036906191584,2.782077440672775,3.6037979708621948,3.861608752071255,2.0821097727049,0.17960947796377774,0.017082246809026355
54,"a person walks forward at a leisurely, somewhat slow pace.",009778,9.950000000000001,0.004927395200766708,0.049027582247628744,5.999186325252912,146.25739858712168,5237.626073979076,0.0236242413520813,1.5445481538772583,2.325493941450563,0.09773515668170274,0.4105428519194495,4.1390724970992805,3.7274459568081175,2.868611813208484,4.1621180834398475,3.134335308342664,0.13629510359831873,0.025529917188342226
55,the person is doing a russian dance,014455,9.950000000000001,0.01443637696008719,0.14364195075286754,14.516470442199285,288.4634120984584,9057.428594847639,0.6133735775947571,1.590144157409668,1.9041243566066803,0.148953015257567,0.015230164751611102,3.3240738019852016,3.308052999913224,2.8193693176691967,3.3643563328670263,2.3620025923180976,0.03285703700628965,0.0070526063427983395
56,a man does a little dance.,004348,9.950000000000001,0.025143654946313345,0.2501793667158178,14.628416895017256,312.7935278461113,10190.412802786195,0.04945206642150879,1.5824825763702393,2.0272386772186906,0.1316986820865658,0.015230164751611102,2.9496816013122107,2.9336346371389226,3.1807003475539055,4.071503709865416,2.8457506874811345,0.21945921647279595,0.0019490531735296864
57,a man performs one quick jump into the air and lands on his feet.,005131,5.8500000000000005,0.007248942573462305,0.042406314054754486,5.637085861494428,75.50688428281775,2013.199548142087,0.8197132349014282,1.9153512716293335,1.5938641098930222,0.2031391412432613,0.04371505666428354,2.933966891839863,2.8888709604902787,2.5585920507197533,2.6887340144941425,1.4136806728628957,0.21062243251270762,0.012730799560253256
58,a figure take 2 quick steps forwards,M002300,6.0,0.011839006910607634,0.07103404146364581,3.7333597417105495,94.01909224984054,3230.172391768788,0.03113710880279541,1.574939489364624,1.8270037031372528,0.16089493524482434,0.032749816653078294,2.380818799932891,2.4122874682513764,3.12519776649295,3.802935991027345,2.697179644906497,0.15926331621722956,0.005596821616656817
59,person bends down and keeps legs straight flowing arms left to right before turning around and doing same back,006771,9.35,0.016140024897906474,0.15090923279542556,11.688362672441398,259.516962080146,8682.112285621863,0.18483132123947144,1.5622925758361816,2.0390930653933594,0.13014669190863112,0.01621285829749402,3.0107398600812756,2.9936734022742115,3.3555431716966804,4.046103918060555,2.866267338475203,0.012282517704291597,0.011921456557162025
60,the figure appears to step over something with a slightly awkward walk before turning so that we are seeing their back.,011392,3.8000000000000003,0.023775646309666634,0.09034745597673322,10.529503176405417,193.12495645829293,6217.661753943905,0.05804997682571411,1.589120626449585,2.0741034522355526,0.12566904530365786,0.4895081226575857,2.744859529645275,3.233051488645673,3.139556319011087,3.8302154254130953,2.669386773183751,0.4859546722505156,0.00029528707743840886
61,a person walks forward at a fast pace with hands moving at the wrist,M010971,9.950000000000001,0.0065928742323783825,0.06559909861216491,17.718826381708094,533.6625343976638,18929.72462818328,0.04374796152114868,1.559506893157959,2.5956245363599617,0.07459927156532596,0.015230164751611102,4.752310481071892,4.7363648609556925,3.047471124361753,4.578534547161222,3.465188070091257,0.15530096511389044,0.014596077372370158
62,a person walks forward careful to avoid something that is on the ground.,M010764,5.75,0.03153305437266328,0.18131506264281388,7.260909573429494,168.24483739229785,5619.1045277659705,0.10234767198562622,1.569189976042253,1.818040475370731,0.16234355565480993,0.02647325320264942,2.9416155496603604,2.9136779108290565,2.421085332846178,3.6521538812180183,2.4639229893931027,0.10965578161441429,0.015739104202069237
63,"a person walks backwards, lifts their arms up, then down, then up agiain, then bends down, places hands on the ground amd dows a jump on to their knees. then they stamd up and step backwards",M002823,9.950000000000001,0.020883132897680876,0.20778717233192473,12.299860535574553,240.4511539241191,7551.585423871231,0.5185272097587585,1.7646980285644531,1.9540704707310548,0.14169612619521735,0.015230164751611102,2.842213311419785,2.8261730086941625,3.1406533827835457,3.9232090135218844,2.7001151809350477,0.14924377060748023,0.03572593313492278
64,"imitates a ballet dance. right hand steps behind left, hands cur under than both lifts poisely.",010645,9.950000000000001,0.005468794950628577,0.05441450975875434,4.392157595127327,83.07056461097427,2559.482758593134,0.061352670192718506,1.9026767015457153,1.8887018297215041,0.15126805312020913,0.12286081734796678,3.9080205083715014,3.7843734676403487,1.946904497198467,2.3117366749002564,1.1797683634062828,1.7538304788446815,0.10211983006252881
65,dancing backward moving both arms.,013705,5.300000000000001,0.036460660443533105,0.19324150035072546,28.360706870493306,836.6616155868879,28915.74029771865,0.13294613361358643,1.7198156085796654,2.084087009587543,0.1244206631986541,0.09011107993572362,2.0755592691393847,2.164251954808137,3.862441592384964,4.6226120562364,3.5054245021163037,0.31238897864730475,0.03990664343212373
66,the man is jumping jump,M012534,3.7,0.00988600172847072,0.036578206395341664,29.01288370940141,812.2113193965791,27599.011691028318,0.20099222660064697,1.9800418615341187,2.275871957463991,0.10270731297109459,0.14522196840230137,2.8403431039933578,2.6925832832521057,3.9331561115940437,4.453816266102191,3.529025787298021,0.3887793821263497,0.22404975694355753
67,"a person walks in a slow clockwise circle, stopping in a standing position.",010747,6.550000000000001,0.032525279804142146,0.21304058271713108,12.581617865747004,239.2696962560345,7448.799681839293,0.04556757211685181,1.5649302005767822,1.9402280613625689,0.14367118019598984,0.023207056497061836,2.94885481186436,2.9243695119754425,2.8620436909698164,3.8614832815084013,2.6489278668212255,0.23882531155219658,0.014112959712046989
68,"the person steps into a martial arts stance, kicks and thrusts its right leg forward, bring itself back into a martial arts stance.",M001853,9.950000000000001,0.00855474893209309,0.08511975187432624,4.737879226317046,79.75198239956443,2424.739387696151,0.06768006086349487,1.5917789936065674,1.5128014753437402,0.22029197017391605,1.422143498435883,2.8907098764481827,1.465189159688491,2.2497909397695737,2.338405727925521,1.2970466634703073,0.4357863916237649,0.0033395453881992516
69,a person is ballroom dancing with someone.,001367,9.950000000000001,0.02881433409542621,0.2867026242494908,16.554770239764114,331.47595462179027,10369.42572946971,0.07699531316757202,1.5914002656936646,2.0143204161519006,0.1334110365516354,0.015230164751611102,2.722548361392086,2.7064966622410727,3.4246076200229805,4.124515576490414,2.9148899859382675,0.1936944887882863,0.012580469590487893
70,the person is jumping rope very fast.,M005997,9.950000000000001,0.009619015835835111,0.09570920756655937,21.798834559394887,562.3422280352559,18333.336550675565,0.21977722644805908,1.7314273118972778,2.0826257266801194,0.1246026098925369,0.015230164751611102,3.3654155488482047,3.349424963295377,3.355392082053283,3.7151204480079008,2.644852125760246,0.18995384806844207,0.025616632655889798
71,the person is doing a quick punch kick.,013303,2.3000000000000003,0.020087336856329588,0.04620087476955806,28.221705663637092,692.8304056429873,22109.46886140406,0.09155064821243286,1.7382042407989502,2.6269196124312972,0.07230083415782852,0.9249085314554092,3.1228062762745687,4.046303578809623,3.6044478747149316,4.462563489135184,3.340129373920979,1.4371994308113951,0.0769983443282854
