epoch,step,loss,caption
0,45,0.04188639670610428,the person walks forward at a steady pace while moving most of their left hand side of their body compared to their right
0,46,0.006447153631597757,a person is ballroom dancing with someone.
0,47,0.009132538922131062,a person takes a jump rope and starts jumping rope.
0,48,0.030152885243296623,he is jumping very fast.
0,49,0.009110997430980206,"a person jumps and spins in place, then when they land they run forward, stop, and run backwards"
0,50,0.01720970682799816,"a person waddles around like a penguin, then waves with their left hand, their right hand, and then a quick wave with both hands."
0,51,0.037192877382040024,"starting with their right foot, a person sidesteps fast back and forth."
0,52,0.049504928290843964,the person seems to be 'beat boxing' and drops to the ground swinging his left foot over in a circular direction and using that momentum to to propel himself to spin over his right shoulder first then his left so he ends up seated again.
0,53,0.05001287907361984,"a person jumps repeatedly, throwing their arms above their head and stretching their legs with each jump."
0,54,0.0175507590174675,a a person practices a salsa dance routine by themselves
0,55,0.03436354920268059,the person is doing the chicken dance.
0,56,0.584839940071106,the person took a small jump forward.
0,57,0.011154083535075188,this person holds his arms up as if to dance with a partner.
0,58,2.021803140640259,"the person steps into a martial arts stance, kicks and thrusts its right leg forward, bring itself back into a martial arts stance."
0,59,0.020531583577394485,the person is doing a russian dance
0,60,0.4128785729408264,the person is running forward very fast.
0,61,0.17587067186832428,a person is dancing and waving their arms
0,62,2.281228542327881,"a person reaches back with their right arm and throws something forward with a lot of force, then they steady themselves to remain balanced."
0,63,0.012786788865923882,the person is doing a fancy dance.
0,64,0.022153498604893684,a fast pace stepping forward with dribble hands then takes a shot.
0,65,0.020859751850366592,a person scamps around as if doing a victory dance.
0,66,0.11654450744390488,"person squats with both knees bent, bringing hands together at chest, then straightens legs to jump straight upwards but lands slightly to their left considering their beginning position"
0,67,0.040129754692316055,"the person does a little side to side dance, barely lifting its legs and bringing them down quickly, while shimmying its shoulders up and down slightly."
0,68,0.024367254227399826,the man is walking at a quick pace with his hands and feet swinging and appears to be in a hurry.
0,69,0.046989113092422485,person is doing a dance
0,70,0.021770883351564407,the person is jumping rope very fast.
0,71,0.15802907943725586,the person is standing up. they raise their hands up with fingers spread like jazz hands. hands and hips move back and forth like it is dancing.
0,72,0.05694129317998886,a fast limp on the right foot.
0,73,0.028310148045420647,a person takes a quick step forward.
0,74,0.07966166734695435,a person is doing the waltz dance
0,75,0.017853913828730583,this person is jumping up and down as if to jump rope.
0,76,3.456864833831787,a person is dancing while running.
0,77,0.07572395354509354,person takes fast steps forwards
0,78,0.14381720125675201,"a person takes two slow steps forward, pivots on their right foot 180deg, then takes two more slow steps forward."
0,79,0.00810112152248621,"a person turns towards to the right, picks up a heavy object and turns and set it down in front of him."
0,80,0.01366349309682846,"person does light bouncy jump, skips forward with left leg swinging forward"
0,81,0.038240186870098114,person bends down and keeps legs straight flowing arms left to right before turning around and doing same back
0,82,0.9975165128707886,a person lifts something heavy with their right arm.
0,83,1.8467882871627808,a man walks backwards and then makes a large leap forward.
0,84,0.11886586993932724,the person is walking very slow
0,85,0.03667205199599266,"a person squats deeply, then swings themselves into a forward leap."
0,86,0.03575081378221512,the man is doing dance waltz
0,87,1.2986925840377808,a person walks forward at fast pace.
0,88,0.008837851695716381,a person walking in fast pace.
0,89,0.021991195157170296,person moves body in fast turn then rights something out of left hand very fast
0,90,0.05199459567666054,a person swings their arms and body around as if they are dancing.
0,91,0.018612267449498177,"a person makes slow, wide steps forward."
0,92,0.022343704476952553,"person walks fast in a semi circular motion clockwise, then rapidly in a straight line."
0,93,0.33683541417121887,a person run fast across a room
0,94,3.1979379653930664,the figure appears to step over something with a slightly awkward walk before turning so that we are seeing their back.
0,95,2.266650676727295,a person runs forwards and comes to a slow stop.
0,96,0.29228675365448,"a person takes some purposeful and quick strides forward, then starts to slow down."
0,97,0.027286725118756294,a man is holding both arms out and then pulling them back in right to left as if he is transferring something heavy.
0,98,0.6376541256904602,a figure take 2 quick steps forwards
0,99,0.02351805567741394,person is dancing arounds arms up.
0,100,0.0042387754656374454,robot turned back and climb on to something and jump started rolling on the ground and stands up.
0,101,0.34422770142555237,he does a walk run
0,102,0.016265589743852615,a person doing the i'm a little tea pot dance.
0,103,0.05783411115407944,"a person leans over and uses their arms to carry something heavy, stumbling forward with small steps."
0,104,0.004500799812376499,"a person lifts his arms up in front of him, then mimics punching the air a few times. he then lowers his arms, and trots in a quick clockwise circle."
0,105,0.016550295054912567,the man is dancing using both legs and arms
0,106,1.1278680562973022,person walks slowly from upper left to bottom right using handrails to steady their steps.
0,107,0.09100858122110367,a man walks forward fast.
0,108,0.06074885278940201,person is hopping slightly up and down very fast with their hands up in the air
0,109,0.5166822075843811,the person is doing a quick punch kick.
0,110,0.03189212083816528,"a person is with their hands on their legs, knees slightly bent, and they sway from side to side and then straighten arms out to the side."
0,111,0.10078200697898865,the person is dancing the cha cha .
0,112,0.06478143483400345,a colorful animated drawing moving around as if it is dancing.
0,113,0.02480151131749153,a person is performing a dance
0,114,1.89421808719635,the person took one jump down.
0,115,0.05366087332367897,the figure takes a few steps forward and does a quick spin (180 degrees) on their left heel and swaying as they step out of the turn.
0,116,0.011853422969579697,a person throws an object with a fast arm motion.
0,117,0.03363413363695145,"a person is dancing, arms held up as to hold another person's shoulders, moving back and forth in a counterclockwise pattern."
0,118,0.019983941689133644,"a person does jumping jacks, spreading their arms and legs out and in with each jump"
0,119,0.0314217135310173,a person does a small 180 degree jump turn then turns back around to the front.
0,120,0.017291797325015068,person is doing different dance moves
0,121,2.884354591369629,dancing backward moving both arms.
0,122,0.006150273140519857,a person who is standing with his hands by his sides takes deliberate steps on a treadmill.
0,123,0.15762785077095032,a person appears to be dancing like a chicken
0,124,0.023074638098478317,a person picks up a heavy object and throws it with both hands.
0,125,0.040679480880498886,he does a run on the spot
0,126,0.0280616357922554,the person moves his arms around in a dancing motion.
0,127,0.031751781702041626,the person was walking really fast.
0,128,0.02843424305319786,"person shakes hands as if playing a drum, it begins fast and ends slow."
0,129,0.03576279059052467,"a person is dancing and moving towards left, raising hands"
0,130,0.008636320941150188,the person jumped with the kick spin.
0,131,0.299076110124588,"a person holds their arms in front of them, and makes a quick punch with their left arm."
0,132,0.007066452410072088,a person walks forward careful to avoid something that is on the ground.
0,133,0.023538099601864815,a person is running a steady pace on a treadmill.
0,134,0.0282534621655941,"a person walks backwards, lifts their arms up, then down, then up agiain, then bends down, places hands on the ground amd dows a jump on to their knees. then they stamd up and step backwards"
0,135,0.05512847378849983,moving fast on the at front
0,136,1.8627078533172607,person faces forward then jumps to their right then they bend they knees and jump spin twice before standing still
0,137,0.3422243595123291,a person is running forward at a steady pace.
0,138,0.037758298218250275,a person who is standing with his hands by his sides takes four slow steps forward.
0,139,0.24037863314151764,"the man is walking steadily not fast but not slow ,swinging his arms down word right to left right to left one foot in front of the other now one foot in front of the other."
0,140,0.008641834370791912,"a man dances throwing both arms up, takes a step to the right and then a step to the back whilst continuing to dance with his arms."
0,141,0.10173746943473816,a person walks forward at a slow pace.
0,142,1.445656418800354,"a man is hunched over, and he brings his right hand over to join his left as he makes slow stirring motions."
0,143,0.03800052031874657,a person takes a quick step backwards towards their right hand side
0,144,0.025998640805482864,"a person jogs forward, does a little dance then jogs back."
0,145,2.3640079498291016,"a person walks forward then steps to the right with a quick little stutter-step further to right, then immediately to the left and continues to walk in their original path."
0,146,0.007318098098039627,a person walks side to side with arms extended as if dancing
0,147,0.5084470510482788,a lowers their arms and uses their left and right hands to steady themselves as they walk forward
0,148,0.09750117361545563,rising the hands and like tired.
0,149,1.281948208808899,someone is doing jumping jacks in slow motion.
0,150,0.03267855942249298,"a person takes slow, wide steps forward."
0,151,0.016832919791340828,a person bends down to pick up a heavy item from the ground using both hands and gives it to another person.
0,152,0.024528946727514267,the man is walking at a quick pace with his hands and feet swinging and appears to be in a hurry.
0,153,0.04588073119521141,a person squats down and then quickly makes a small jump straight up.
0,154,0.02182892896234989,"a man stands up straight, then lifts both arms up over his head and bats them forward in a tired manner."
0,155,0.041271161288022995,a person kicking with their right leg twice then kicking once with their left leg in a fast pace.
0,156,0.012491336092352867,"a person walked backwards, and grabbed something and start jump"
0,157,0.08756642043590546,a person jump once on the spot.
0,158,6.8220133781433105,the person jump and punching back and forth at the same time using his left hands nine times and stop.
0,159,0.27373006939888,a person walks straight forward at a fast pace.
0,160,0.2537684738636017,a person doing a fun dance.
0,161,0.03932255133986473,a person breaks into an enthusiastic dance.
0,162,0.026618635281920433,"someone starts stumbling towards the left, then starts to stumble in a figure eight position to realign and halt before completing the figure eight."
0,163,2.5680336952209473,coming forward with small dance.
0,164,0.04081745073199272,a red and blue stick figure is standing and mimics the “walk like and egyptian” dance.
0,165,1.077574610710144,the person is doing the lambada dance.
0,166,0.0208522267639637,a man does a little dance.
0,167,0.029347943142056465,a person squats then stands up and dances then spins in a circle while dancing
0,168,0.0061012012884020805,a person does a dance move by twisting to the right and then extending the right arm into the arm.
0,169,0.06203238666057587,a person walks forward really fast.
0,170,0.023251213133335114,"a person does the ""i'm a little teapot"" dance, making a handle with his left arm and a spout with his right arm."
0,171,0.024593042209744453,robot is performing different step of dance and moving left right.
0,172,0.023666903376579285,"a person walks forward, then dances backwards and then begins a spin in a clockwise direction with arms raising"
0,173,0.012784333899617195,"a person dancing in certain rotating motion, then raising his or her hand up"
0,174,0.07493230700492859,the man takes a quick step forward starting with his right foot.
0,175,0.030137693509459496,a man performs one quick jump into the air and lands on his feet.
0,176,0.09280265867710114,a person walks forward with stiff legs.
0,177,0.0557173416018486,a person walks forward fast.
0,178,0.14134341478347778,"a man bends his legs slightly then takes a medium-length jump forward, raising his forearms slightly then letting them hang loose on landing."
0,179,2.0774216651916504,a person lifting one leg bent at the knee then the other the same way in a fast running in place motion.
0,180,0.026881638914346695,the person is moving someone or hands around dancing.
0,181,0.053153544664382935,"person starts running very quickly while swinging arms right and left in front of him in a very fast, violent manner, then speeding up before stopping."
0,182,0.015259230509400368,a person walks forward at a fast pace with hands moving at the wrist
0,183,0.030967028811573982,this person appears to stumble as if fleftened.
0,184,0.009631690569221973,moving the hips and shoulders side to side making it a little dance.
0,185,0.06288348138332367,a person appears to be doing a dance.
0,186,0.07460775226354599,a person walks forward at a steady pace
0,187,0.013562825508415699,a person does broad jumps back and forth with a quick stretch in between jumps.
0,188,1.671964406967163,"a person walks forward at a leisurely, somewhat slow pace."
0,189,0.010081451386213303,a person walks forward at a relatively fast pace.
0,190,0.035029247403144836,"a person makes small steps foward, turns around, makes quick small steps back, then stops and turns around."
0,191,0.3203161060810089,person is slow walking down.
0,192,0.01555922906845808,a person doing a jump pose.
0,193,0.03741840273141861,a man walks backwards and the starts jump roping.
0,194,0.1129741221666336,a person who is standing with his arms by his sides takes four very slow steps forward.
0,195,0.01387752778828144,a person is walking forward and dancing at the same time. they are throwing their limbs out in sudden movements and shaking their legs.
0,196,0.017817556858062744,a person does tricks while jump roping and then stops
0,197,0.021758627146482468,a person holds their arms out and makes steps as if dancing.
0,198,0.021794812753796577,a person practice ballroom dancing by themselves
0,199,0.03562312573194504,a person made a quick jump forward
0,200,0.7499714493751526,a person does a small jump
1,201,0.06562543660402298,the person is walking very slow
1,202,0.016402555629611015,he uplift his right hand and moving it fast again and again.
1,203,0.03603200614452362,a person does a small 180 degree jump turn then turns back around to the front.
1,204,0.03693295270204544,a fast limp on the right foot.
1,205,1.4871907234191895,person faces forward then jumps to their right then they bend they knees and jump spin twice before standing still
1,206,0.01625462807714939,the person seems to be 'beat boxing' and drops to the ground swinging his left foot over in a circular direction and using that momentum to to propel himself to spin over his right shoulder first then his left so he ends up seated again.
1,207,0.2590879797935486,a person does a small jump
1,208,0.056458473205566406,"a person dancing in certain rotating motion, then raising his or her hand up"
1,209,0.022918952628970146,"a person turns towards to the right, picks up a heavy object and turns and set it down in front of him."
1,210,0.021511569619178772,person moves body in fast turn then rights something out of left hand very fast
1,211,0.09716156870126724,a man walks forward fast.
1,212,0.06681711971759796,a man stands casually with his arms to his sides than takes 4 slow steps backwards starting with his left and then stops.
1,213,0.03190341591835022,a person walks forward with stiff legs.
1,214,0.05452299118041992,"someone starts stumbling towards the left, then starts to stumble in a figure eight position to realign and halt before completing the figure eight."
1,215,0.03645188733935356,a person is ballroom dancing with someone.
1,216,0.014156462624669075,"a person takes slow, wide steps forward."
1,217,0.025612806901335716,a person bends down to pick up a heavy item from the ground using both hands and gives it to another person.
1,218,0.063797228038311,a person takes three quick steps backward.
1,219,0.008368361741304398,the man is doing dance waltz
1,220,0.027933094650506973,a person kicking with their right leg twice then kicking once with their left leg in a fast pace.
1,221,0.04108201712369919,a person is salsa dancing.
1,222,0.03902774304151535,the person is moving someone or hands around dancing.
1,223,0.10176966339349747,person is hopping slightly up and down very fast with their hands up in the air
1,224,0.2270815521478653,a person appears to be dancing like a chicken
1,225,1.8147954940795898,the person jump and punching back and forth at the same time using his left hands nine times and stop.
1,226,0.053179603070020676,a person doing a jump pose.
1,227,0.020445942878723145,"a person does the ""i'm a little teapot"" dance, making a handle with his left arm and a spout with his right arm."
1,228,0.09318069368600845,a person made a quick jump forward
1,229,0.05615023151040077,"a person walks downstairs, before making a little jump at the bottom."
1,230,0.030850013718008995,a person takes a couple quick steps forward.
1,231,0.0247398279607296,a person walks forward at a fast pace with hands moving at the wrist
1,232,0.017641758546233177,a man performs one quick jump into the air and lands on his feet.
1,233,0.022568272426724434,the man takes a quick step forward starting with his right foot.
1,234,0.005120269488543272,"a person holds their arms in front of them, and makes a quick punch with their left arm."
1,235,0.041880253702402115,the person is dancing the cha cha .
1,236,0.035468246787786484,a person breaks into an enthusiastic dance.
1,237,0.04168707877397537,this person holds his arms up as if to dance with a partner.
1,238,1.9426904916763306,"a person reaches back with their right arm and throws something forward with a lot of force, then they steady themselves to remain balanced."
1,239,0.07751006633043289,a person who is standing with his arms by his sides takes four very slow steps forward.
1,240,0.016285456717014313,a person is performing a dance
1,241,0.6959086060523987,someone seems to be dancing
1,242,0.019859418272972107,"a figure gestures as though it is digging with a shovel. the figure stops dancing around 7 second mark, and seems to place a plant or tree into the hole it has dug."
1,243,0.14961786568164825,"a person takes some purposeful and quick strides forward, then starts to slow down."
1,244,0.05654902383685112,the person is standing up. they raise their hands up with fingers spread like jazz hands. hands and hips move back and forth like it is dancing.
1,245,0.024421432986855507,the figure takes a few steps forward and does a quick spin (180 degrees) on their left heel and swaying as they step out of the turn.
1,246,0.02139272727072239,person walks fast on the spot
1,247,0.02807212620973587,a person is dancing quickly and having fun.
1,248,0.045363400131464005,"a person walks forward at a slow pace and stops, holding position."
1,249,2.786953926086426,the figure appears to step over something with a slightly awkward walk before turning so that we are seeing their back.
1,250,0.010410518385469913,a person doing the i'm a little tea pot dance.
1,251,0.02662242203950882,person is slow walking down.
1,252,0.008016180247068405,he is jumping very fast.
1,253,0.13613805174827576,a person walks forward at a steady pace
1,254,0.006013751495629549,this person is jumping up and down as if to jump rope.
1,255,0.9649741649627686,"this person is walking forward at an easy but steady pace, starting with the right foot and completing 8 steps, ending with the right foot forward."
1,256,0.022620482370257378,a person who is standing with his hands by his sides takes four slow steps forward.
1,257,0.009830940514802933,a person walking in fast pace.
1,258,0.018438709899783134,person takes fast steps forwards
1,259,0.027868084609508514,a person picks up a heavy object and throws it with both hands.
1,260,0.01566501334309578,a person takes a quick step backwards towards their right hand side
1,261,0.969916045665741,a person lifts something heavy with their right arm.
1,262,0.19144196808338165,a person run fast across a room
1,263,0.025677993893623352,"a person walks forward, then dances backwards and then begins a spin in a clockwise direction with arms raising"
1,264,0.06862277537584305,a person appears to be doing a dance.
1,265,0.011401471681892872,the person is doing a fancy dance.
1,266,3.3487091064453125,dancing backward moving both arms.
1,267,0.0067557478323578835,a person struggles to hold a heavy object before dropping it.
1,268,0.014501041732728481,a person takes a jump rope and starts jumping rope.
1,269,0.012043129652738571,the man is walking at a quick pace with his hands and feet swinging and appears to be in a hurry.
1,270,0.014463547617197037,a person squats then stands up and dances then spins in a circle while dancing
1,271,0.031397245824337006,"a person walks in a slow clockwise circle, stopping in a standing position."
1,272,0.09892449527978897,"a person takes two slow steps forward, pivots on their right foot 180deg, then takes two more slow steps forward."
1,273,0.2507186532020569,the person is doing a quick punch kick.
1,274,0.013378117233514786,a person walking forward in a steady pace
1,275,0.033483512699604034,the man is walking at a quick pace with his hands and feet swinging and appears to be in a hurry.
1,276,0.02006792277097702,a person bends forward with left/left hands quickly to touch left/left toes directly in front of hands. a person twists torso left/left with waist fast facing left/left. a person lifts left/left hands fast above left/left shoulder at the same time. a person bends torso left/left hand sides fast facing forward
1,277,2.6891634464263916,a person is dancing while running.
1,278,0.1636553406715393,a person bends over and does a standing jump forward.
1,279,1.5499155521392822,"a person walks forward at a leisurely, somewhat slow pace."
1,280,1.9927587509155273,a man walks backwards and then makes a large leap forward.
1,281,0.5391581654548645,"the person steps into a martial arts stance, kicks and thrusts its right leg forward, bring itself back into a martial arts stance."
1,282,2.572202205657959,coming forward with small dance.
1,283,0.05567602068185806,"a person jumps repeatedly, throwing their arms above their head and stretching their legs with each jump."
1,284,0.040469732135534286,a person walks forward and then starts dancing.
1,285,0.0135031221434474,a person does a dance move by twisting to the right and then extending the right arm into the arm.
1,286,0.21943587064743042,the person took a small jump forward.
1,287,0.03311534970998764,"a person walked backwards, and grabbed something and start jump"
1,288,0.08377928286790848,a person walks forward really fast.
1,289,0.022254567593336105,a colorful animated drawing moving around as if it is dancing.
1,290,1.364026427268982,person walks slowly from upper left to bottom right using handrails to steady their steps.
1,291,0.016309725120663643,"a person jogs forward, does a little dance then jogs back."
1,292,0.006480637472122908,a red and blue stick figure is standing and mimics the “walk like and egyptian” dance.
1,293,0.038811929523944855,robot is performing different step of dance and moving left right.
1,294,2.5397493839263916,a person sets something down on the ground and then walks with big hip sway in a diaganol direction.
1,295,2.5276100635528564,the man is jumping jump
1,296,0.04000476747751236,a person walks with a limp
1,297,0.1593107432126999,he does a walk run
1,298,0.023111620917916298,a man walks backwards and the starts jump roping.
1,299,0.2302907407283783,a person doing a fun dance.
1,300,0.011631631292402744,a person walks forward careful to avoid something that is on the ground.
1,301,0.034362465143203735,rising the hands and like tired.
1,302,0.03964631259441376,a person jump once on the spot.
1,303,0.02070968970656395,"a man stands up straight, then lifts both arms up over his head and bats them forward in a tired manner."
1,304,0.024676213040947914,"a person makes slow, wide steps forward."
1,305,0.02420623227953911,"a person makes small steps foward, turns around, makes quick small steps back, then stops and turns around."
1,306,0.06139139086008072,"a person jumps and spins in place, then when they land they run forward, stop, and run backwards"
1,307,0.042398832738399506,a person holds their arms out and makes steps as if dancing.
1,308,0.02638735994696617,the person is doing the chicken dance.
1,309,1.0536410808563232,a person running and then crawling before returning to a run.
1,310,0.018271662294864655,"a man dances throwing both arms up, takes a step to the right and then a step to the back whilst continuing to dance with his arms."
1,311,0.022961029782891273,person is doing different dance moves
1,312,2.3094146251678467,a person sets something down on the ground and then walks with big hip sway in a diaganol direction.
1,313,0.05355331301689148,a person walks side to side with arms extended as if dancing
1,314,0.019379137083888054,a person is moving around dancing with their arms.
1,315,0.01925121434032917,person facing forward does 5 small slow steps to the left then 5 slow steps to the  right
1,316,0.008602971211075783,the person walks forward at a steady pace while moving most of their left hand side of their body compared to their right
1,317,0.04213769733905792,walking forward then the body twirls around fast and keeps walking.
1,318,0.034756850451231,the person is jumping rope very fast.
1,319,0.015431828796863556,a person swings their arms and body around as if they are dancing.
1,320,2.0117547512054443,"a person walks forward then steps to the right with a quick little stutter-step further to right, then immediately to the left and continues to walk in their original path."
1,321,0.015842333436012268,a person scamps around as if doing a victory dance.
1,322,0.07543595135211945,a person walks forward at a slow pace.
1,323,0.023314017802476883,a person throws an object with a fast arm motion.
1,324,0.021122755482792854,"a man bends his legs slightly then takes a medium-length jump forward, raising his forearms slightly then letting them hang loose on landing."
1,325,0.0951245054602623,a person squats down and then quickly makes a small jump straight up.
1,326,0.062479209154844284,"a person squats deeply, then swings themselves into a forward leap."
1,327,0.10385942459106445,"person squats with both knees bent, bringing hands together at chest, then straightens legs to jump straight upwards but lands slightly to their left considering their beginning position"
1,328,0.08144325762987137,a person takes a quick step forward.
1,329,0.050074994564056396,moving fast on the at front
1,330,0.04377108812332153,the person is  slow punching the air.
1,331,0.014100028201937675,"person does light bouncy jump, skips forward with left leg swinging forward"
1,332,0.011934510432183743,"starting with their right foot, a person sidesteps fast back and forth."
1,333,0.06207660213112831,"a person is dancing and moving towards left, raising hands"
1,334,0.020080633461475372,a person is walking forward and dancing at the same time. they are throwing their limbs out in sudden movements and shaking their legs.
1,335,1.166020393371582,"a man is hunched over, and he brings his right hand over to join his left as he makes slow stirring motions."
1,336,0.029677724465727806,person bends down and keeps legs straight flowing arms left to right before turning around and doing same back
1,337,0.11794421076774597,a person is running forward at a steady pace.
1,338,0.02528257481753826,a man does a little dance.
1,339,0.004018442239612341,a person throws their body forward and then to the side in an expressive way
1,340,0.03789561241865158,"a man shakes his wrists, jumps backwards with a spin, and then finishes by spreading his arms."
1,341,0.01344301737844944,"a person is with their hands on their legs, knees slightly bent, and they sway from side to side and then straighten arms out to the side."
1,342,0.07198423892259598,"person walks fast in a semi circular motion clockwise, then rapidly in a straight line."
1,343,0.024259179830551147,a person is doing the waltz dance
1,344,3.358602523803711,the person took one jump down.
1,345,0.006304910406470299,this person appears to stumble as if fleftened.
1,346,0.043380483984947205,"person is dancing by bending right arm and right leg lifting and bending at the same time a few times, they repeat this on the left, they jump to the side and kick the left leg back, and then jump to the left"
1,347,1.419923186302185,a person lifting one leg bent at the knee then the other the same way in a fast running in place motion.
1,348,0.02353149838745594,the person moves his arms around in a dancing motion.
1,349,0.40795767307281494,"imitates a ballet dance. right hand steps behind left, hands cur under than both lifts poisely."
1,350,0.013398874551057816,"the man is walking steadily not fast but not slow ,swinging his arms down word right to left right to left one foot in front of the other now one foot in front of the other."
1,351,0.03984992206096649,a person does broad jumps back and forth with a quick stretch in between jumps.
1,352,0.05535173416137695,the person is doing awkward arm movements to the head and then down in front.
1,353,0.949810266494751,someone is doing jumping jacks in slow motion.
1,354,0.00681891618296504,a person walks forward at a relatively fast pace.
1,355,0.020582029595971107,a person is running a steady pace on a treadmill.
1,356,0.012576992623507977,"person shakes hands as if playing a drum, it begins fast and ends slow."
1,357,0.07179956883192062,a person walks forward fast.
1,358,0.07717487215995789,a person is dancing and waving their arms
1,359,1.3662704229354858,a person walks forward at fast pace.
1,360,0.02089025266468525,the man raises his hands and waves then fast in the air.
1,361,0.060133080929517746,obstacle courses sometimes require an athlete to run in a backwards motion.
1,362,0.02743617631494999,a person practice ballroom dancing by themselves
1,363,0.2971784174442291,a person walks straight forward at a fast pace.
1,364,0.02842654287815094,person is dancing arounds arms up.
1,365,1.7329193353652954,a person dancing with left arm in the air and bouncing back and forth
1,366,0.5682518482208252,a person taking a huge jump forward
1,367,0.02993914484977722,"the person does a little side to side dance, barely lifting its legs and bringing them down quickly, while shimmying its shoulders up and down slightly."
1,368,1.6574327945709229,"a man is standing up, then bends down to take a big jump forward, leaps forward, and then stands back up straight."
1,369,0.7131777405738831,a figure take 2 quick steps forwards
1,370,0.02899155020713806,a person who is standing with his hands by his sides takes deliberate steps on a treadmill.
1,371,0.022413179278373718,the man is dancing using both legs and arms
1,372,0.0373196117579937,"a person walks backwards, lifts their arms up, then down, then up agiain, then bends down, places hands on the ground amd dows a jump on to their knees. then they stamd up and step backwards"
1,373,0.03957756981253624,person is doing a dance
1,374,0.0490935780107975,a person is jogging / walking fast but not running in circles
1,375,0.3997228145599365,the person is running forward very fast.
1,376,0.010948551818728447,moving the hips and shoulders side to side making it a little dance.
1,377,0.33068233728408813,a person is sprinting fast
1,378,0.00820794515311718,"a person lifts his arms up in front of him, then mimics punching the air a few times. he then lowers his arms, and trots in a quick clockwise circle."
1,379,0.012660165317356586,a person does tricks while jump roping and then stops
1,380,0.3633964955806732,a lowers their arms and uses their left and right hands to steady themselves as they walk forward
1,381,0.1003267914056778,the person was walking really fast.
1,382,0.02031238004565239,robot turned back and climb on to something and jump started rolling on the ground and stands up.
1,383,0.06882941722869873,"a person is dancing, arms held up as to hold another person's shoulders, moving back and forth in a counterclockwise pattern."
1,384,0.015329924412071705,he does a run on the spot
1,385,0.10365290194749832,"a person does jumping jacks, spreading their arms and legs out and in with each jump"
1,386,0.010603174567222595,a person readies their jump rope and then begins skipping rope.
1,387,0.8948785662651062,the person is doing the lambada dance.
1,388,0.03998343646526337,"a person leans over and uses their arms to carry something heavy, stumbling forward with small steps."
